Education,Marital_Status,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Income,Month,Year,Day,Day_of_Week,Age_Range,Total_Spend,Total_Purchase
2n Cycle,Divorced,0,0,84,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,0,SP,77297.0,Jan,2013,26,Sat,60-69,789,22
Graduation,Married,0,1,84,675,0,85,10,7,77,5,10,3,8,8,0,0,0,0,0,0,0,CA,55759.0,Nov,2012,28,Wed,80-89,854,26
Master,Single,2,1,84,68,1,13,3,5,13,1,2,0,4,6,0,0,0,0,0,0,0,SP,58217.0,Nov,2012,17,Sat,70-79,103,7
Graduation,Together,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,SA,51369.0,Oct,2012,25,Thur,40-49,576,16
Graduation,Together,0,1,84,297,7,79,0,11,182,2,8,2,4,8,0,0,0,0,0,0,0,SA,51369.0,Oct,2012,25,Thur,40-49,576,16
Graduation,Single,0,0,84,1324,27,119,71,108,27,0,7,9,6,4,0,1,1,1,1,1,0,SP,91249.0,Oct,2012,20,Sat,60-69,1676,22
2n Cycle,Together,0,0,84,367,17,241,104,188,232,2,9,5,9,7,0,0,0,0,0,0,0,SP,52513.0,Sep,2012,4,Tue,40-49,1149,25
Master,Married,1,0,85,167,2,62,24,13,7,4,4,1,6,5,0,0,0,0,0,0,0,SA,44159.0,Jun,2014,17,Tue,50-59,275,15
Graduation,Together,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,SP,76081.0,May,2014,23,Fri,80-89,1033,14
Graduation,Together,0,0,85,292,30,415,63,33,200,1,4,5,4,2,0,0,0,1,0,0,0,IND,76081.0,May,2014,23,Fri,80-89,1033,14
Graduation,Divorced,1,1,85,11,0,3,0,0,1,1,1,0,2,6,0,0,0,0,0,0,0,AUS,39996.0,May,2014,22,Thur,40-49,15,4
PhD,Together,0,1,85,582,0,65,0,0,13,6,8,2,9,5,0,0,0,0,0,0,0,SP,55012.0,Mar,2014,21,Fri,40-49,660,25
Graduation,Single,0,0,85,675,11,400,15,45,11,1,2,5,10,1,0,0,1,0,0,0,0,SA,77457.0,Mar,2014,5,Wed,70-79,1157,18
Graduation,Single,0,0,85,557,129,984,193,37,18,1,5,8,5,2,0,0,0,0,0,0,0,US,80695.0,Dec,2013,29,Sun,50-59,1918,19
Graduation,Married,0,1,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,AUS,71866.0,Dec,2013,25,Wed,60-69,715,20
Master,Together,0,0,85,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,0,SP,73450.0,Dec,2013,5,Thur,80-89,1804,27
PhD,Divorced,0,0,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,SP,55614.0,Nov,2013,27,Wed,70-79,682,20
PhD,Married,0,0,85,2,1,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,CA,156924.0,Aug,2013,29,Thur,70-79,8,0
2n Cycle,Together,1,1,85,12,5,25,0,9,30,2,1,1,3,5,0,0,0,0,0,0,0,CA,30753.0,Jul,2013,11,Thur,50-59,81,7
Master,Together,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,SP,54603.0,Jul,2013,9,Tue,60-69,227,16
Graduation,Together,1,0,85,2,1,4,3,1,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,22280.0,May,2013,19,Sun,40-49,13,4
Master,Together,1,1,85,135,0,10,0,4,36,2,3,1,4,5,0,0,0,0,0,0,0,SP,59385.0,Apr,2013,28,Sun,70-79,185,10
Graduation,Married,0,1,85,1449,89,161,69,35,107,2,11,8,8,6,0,0,1,0,0,0,0,CA,76998.0,Jan,2013,11,Fri,60-69,1910,29
Master,Together,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SA,80573.0,Oct,2012,14,Sun,50-59,1564,24
Master,Together,0,0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,SP,80573.0,Oct,2012,14,Sun,50-59,1564,24
Graduation,Married,0,0,86,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,0,SP,24711.0,Apr,2014,18,Fri,80-89,58,7
PhD,Married,0,1,86,76,0,7,0,0,16,1,3,2,2,5,0,0,0,0,0,0,0,GER,38829.0,Apr,2014,6,Sun,60-69,99,8
PhD,Single,0,0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,CA,71466.0,Apr,2014,5,Sat,40-49,1230,19
Master,Together,1,1,86,24,0,7,0,0,1,2,2,0,3,5,0,0,0,0,0,0,0,SP,28839.0,Mar,2014,11,Tue,60-69,32,7
Graduation,Married,0,2,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,0,SP,53790.0,Mar,2014,6,Thur,70-79,542,20
Master,Widow,0,2,86,612,91,520,258,107,107,2,9,6,8,5,0,0,0,0,0,0,0,SP,73705.0,Mar,2014,5,Wed,70-79,1695,25
Graduation,Married,1,0,86,3,1,8,23,2,18,3,2,1,3,3,0,0,0,0,0,0,0,SA,22448.0,Feb,2014,26,Wed,80-89,55,9
Graduation,Divorced,1,0,86,3,5,14,2,12,17,4,3,1,3,6,0,0,0,0,0,0,0,SA,12571.0,Jan,2014,18,Sat,40-49,53,11
Master,Together,0,0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,SA,73113.0,Dec,2013,26,Thur,60-69,1001,15
Graduation,Married,1,0,86,22,3,30,0,5,15,2,2,0,4,6,0,0,0,0,0,0,0,CA,35765.0,Dec,2013,11,Wed,30-39,75,8
PhD,Single,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,SP,46734.0,Oct,2013,21,Mon,50-59,223,12
PhD,Together,0,1,86,625,7,99,10,22,7,2,6,3,12,4,0,0,0,0,0,0,0,SA,66313.0,Sep,2013,16,Mon,50-59,770,23
Master,Together,0,0,86,389,66,408,37,57,85,1,4,4,6,2,0,0,0,0,0,0,0,SP,68148.0,Aug,2013,31,Sat,60-69,1042,15
Graduation,Married,1,1,86,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,0,SP,44393.0,Aug,2013,22,Thur,50-59,60,7
PhD,Together,1,0,86,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,0,SP,38197.0,Jun,2013,29,Sat,30-39,40,5
PhD,Married,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,SP,51012.0,Apr,2013,18,Thur,70-79,209,10
PhD,Married,0,0,86,102,9,63,2,9,24,1,4,1,4,6,0,0,0,0,0,0,0,SP,51012.0,Apr,2013,18,Thur,70-79,209,10
Graduation,Together,1,1,86,6,2,9,2,1,5,2,1,0,3,8,0,0,0,0,0,0,0,SP,13672.0,Apr,2013,17,Wed,60-69,25,6
Graduation,Together,1,1,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,CA,41452.0,Mar,2013,6,Wed,60-69,16,4
Graduation,Married,1,0,86,175,10,110,54,6,27,2,6,3,4,6,1,0,0,0,0,0,0,SP,42081.0,Feb,2013,26,Tue,80-89,382,15
Basic,Single,0,0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,SA,14906.0,Dec,2012,22,Sat,30-39,66,9
2n Cycle,Single,1,0,86,4,17,19,30,24,39,2,2,1,3,6,0,0,0,0,0,0,0,US,33812.0,Nov,2012,3,Sat,30-39,133,8
Master,Single,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,SP,46098.0,Aug,2012,18,Sat,40-49,120,11
Master,Single,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,0,0,CA,46098.0,Aug,2012,18,Sat,40-49,120,11
Master,Single,1,1,86,57,0,27,0,0,36,4,3,2,2,8,0,0,0,0,0,1,0,IND,46098.0,Aug,2012,18,Sat,40-49,120,11
2n Cycle,Married,0,1,86,176,72,98,136,21,229,4,5,2,12,5,0,0,0,0,0,0,0,GER,53230.0,Aug,2012,3,Fri,60-69,732,23
Master,Together,0,0,87,957,153,612,99,95,153,1,4,7,8,1,1,0,1,1,0,0,0,SP,88420.0,May,2014,2,Fri,30-39,2069,20
2n Cycle,Single,1,1,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,SP,39548.0,Mar,2014,31,Mon,50-59,54,7
Graduation,Together,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,SP,61278.0,Jan,2014,4,Sat,60-69,165,10
Graduation,Single,0,0,87,398,190,537,61,156,37,1,4,5,7,1,1,0,0,1,0,0,0,SP,81246.0,Dec,2013,29,Sun,50-59,1379,17
Graduation,Widow,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,SP,58330.0,Dec,2013,25,Wed,40-49,1064,24
Graduation,Widow,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,GER,58330.0,Dec,2013,25,Wed,40-49,1064,24
Graduation,Together,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,US,65777.0,Dec,2013,19,Thur,50-59,1146,17
2n Cycle,Married,1,1,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,0,SP,70829.0,Dec,2013,1,Sun,40-49,431,16
Master,Together,0,0,87,445,37,359,98,28,18,1,2,4,8,1,0,0,0,0,0,0,0,GER,52247.25135379061,Nov,2013,23,Sat,40-49,985,15
Master,Single,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,SP,59247.0,Nov,2013,8,Fri,80-89,574,21
Graduation,Single,1,1,87,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,0,SP,25930.0,Oct,2013,10,Thur,50-59,15,4
Graduation,Together,0,1,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,SA,54753.0,Sep,2013,12,Thur,60-69,728,21
PhD,Together,1,0,87,38,1,24,0,0,0,1,2,0,3,8,0,0,0,0,0,0,0,SP,28440.0,Jul,2013,7,Sun,40-49,63,6
2n Cycle,Married,1,0,87,25,5,19,7,0,23,3,3,0,3,7,0,0,0,0,0,0,0,GER,23559.0,Jul,2013,3,Wed,40-49,79,9
Graduation,Divorced,0,1,87,243,131,217,85,6,26,2,3,3,13,2,0,0,0,0,0,0,0,SP,62335.0,May,2013,23,Thur,80-89,708,21
Graduation,Married,1,1,87,457,5,106,15,17,53,8,11,1,6,8,0,0,0,0,0,0,0,IND,63777.0,Mar,2013,24,Sun,40-49,653,26
Graduation,Married,1,1,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,CA,59666.0,Mar,2013,22,Fri,80-89,1027,20
Master,Married,0,1,87,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,0,SP,50965.0,Feb,2013,20,Wed,60-69,685,22
2n Cycle,Together,0,0,87,162,33,124,40,28,172,2,3,4,7,1,0,0,0,0,0,0,0,CA,71488.0,Feb,2013,18,Mon,50-59,559,16
Graduation,Single,0,0,87,631,28,491,30,14,56,1,6,7,8,3,0,0,0,0,0,0,0,SP,72228.0,Nov,2012,27,Tue,80-89,1250,22
PhD,Single,2,1,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,SA,46231.0,Nov,2012,26,Mon,60-69,263,15
Graduation,Together,0,1,87,1073,0,629,145,37,37,1,10,5,13,6,0,0,1,0,0,0,0,SP,75702.0,Oct,2012,14,Sun,40-49,1921,29
Graduation,Divorced,0,1,87,91,3,52,2,1,31,3,4,0,4,8,0,0,0,0,0,1,0,CA,43300.0,Oct,2012,13,Sat,50-59,180,11
Graduation,Married,0,0,87,736,163,818,212,163,61,1,4,7,10,2,0,1,0,0,0,0,0,SP,78618.0,Sep,2012,28,Fri,60-69,2153,22
Graduation,Together,1,1,87,19,4,12,2,2,6,1,1,0,3,5,0,0,0,0,0,0,0,AUS,52247.25135379061,Sep,2012,3,Mon,60-69,45,5
Graduation,Single,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,GER,29760.0,Aug,2012,29,Wed,30-39,165,12
Graduation,Single,1,0,87,64,4,68,7,5,17,4,3,1,4,8,0,0,0,0,0,0,0,SP,29760.0,Aug,2012,29,Wed,30-39,165,12
Graduation,Together,0,1,88,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,0,SP,50127.0,May,2014,29,Thur,80-89,320,13
Graduation,Together,1,0,88,7,6,13,7,6,14,1,1,0,3,9,1,0,0,0,0,0,0,SA,29604.0,Dec,2013,8,Sun,30-39,53,5
Graduation,Married,0,1,88,205,7,41,3,2,46,2,4,2,5,5,0,0,0,0,0,0,0,SP,49413.0,Oct,2013,25,Fri,80-89,304,13
Graduation,Married,0,0,88,99,27,102,28,48,6,1,2,2,8,1,0,0,0,0,0,0,0,GER,51876.0,Oct,2013,15,Tue,60-69,310,13
Graduation,Married,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,SP,45837.0,Jul,2013,26,Fri,40-49,373,18
PhD,Divorced,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,0,SP,85696.0,May,2013,3,Fri,80-89,1313,20
PhD,Divorced,0,0,88,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,0,SP,85696.0,May,2013,3,Fri,80-89,1313,20
Master,Divorced,0,1,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,SP,59432.0,Apr,2013,13,Sat,80-89,663,22
Graduation,Divorced,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,AUS,43185.0,Apr,2013,10,Wed,70-79,637,20
PhD,Married,1,1,88,565,6,65,0,6,19,5,9,2,8,7,0,1,0,0,0,0,0,GER,60631.0,Apr,2013,5,Fri,40-49,661,24
Master,Married,1,0,88,13,1,29,3,0,7,2,2,0,3,8,0,0,0,0,0,0,0,AUS,20559.0,Mar,2013,12,Tue,30-39,53,7
Master,Together,1,1,88,285,28,242,55,114,135,13,6,2,12,5,0,0,0,0,0,0,0,SA,50898.0,Jan,2013,8,Tue,60-69,859,33
Graduation,Married,0,1,88,366,124,156,71,78,54,2,5,5,11,2,0,0,0,0,0,0,0,IND,73807.0,Jan,2013,2,Wed,40-49,849,23
Master,Together,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,SP,14661.0,Jan,2013,1,Tue,60-69,26,5
Graduation,Together,1,1,88,4,2,5,0,0,5,1,1,0,2,6,0,0,0,0,0,0,0,IND,36807.0,Dec,2012,20,Thur,60-69,16,4
2n Cycle,Together,0,1,88,350,104,189,197,151,57,6,11,8,5,8,1,0,0,0,0,0,0,CA,46772.0,Nov,2012,7,Wed,40-49,1048,30
PhD,Together,0,0,89,1252,0,465,46,35,0,1,4,5,8,1,0,1,1,0,0,0,0,SA,81574.0,Apr,2014,28,Mon,70-79,1798,18
Graduation,Married,1,1,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,CA,30772.0,Mar,2014,12,Wed,40-49,20,4
PhD,Married,1,0,89,37,0,46,4,3,0,1,2,1,3,4,0,0,0,0,0,0,0,SA,46377.0,Mar,2014,1,Sat,40-49,90,7
PhD,Married,0,1,89,934,24,230,16,24,36,2,8,4,6,3,0,1,1,0,0,0,0,GER,78128.0,Feb,2014,19,Wed,40-49,1264,20
PhD,Together,0,0,89,518,42,742,55,56,84,1,6,10,5,2,0,0,0,0,0,0,0,GER,83443.0,Dec,2013,31,Tue,80-89,1497,22
2n Cycle,Together,1,1,89,51,4,24,4,7,1,2,2,0,4,6,0,0,0,0,0,0,0,US,50523.0,Dec,2013,25,Wed,60-69,91,8
Graduation,Together,0,1,89,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,0,SP,47009.0,Oct,2013,1,Tue,50-59,448,17
Master,Married,1,1,89,12,1,6,0,1,5,2,1,0,3,7,0,0,0,0,0,0,0,SA,37054.0,Sep,2013,15,Sun,50-59,25,6
PhD,Married,1,0,89,99,0,15,2,1,5,3,2,1,4,7,0,0,0,0,0,0,0,SP,32011.0,Aug,2013,22,Thur,50-59,122,10
2n Cycle,Together,0,0,89,734,22,350,151,25,100,1,3,9,13,1,0,0,1,0,0,0,0,SP,82122.0,Aug,2013,15,Thur,80-89,1382,26
Graduation,Divorced,1,0,89,1045,61,338,60,46,46,3,5,5,13,8,0,0,0,0,0,0,0,SP,70300.0,Jul,2013,15,Mon,40-49,1596,26
Master,Together,0,0,89,36,4,18,6,2,18,1,2,0,4,7,0,0,0,0,0,0,0,SP,21024.0,Jul,2013,4,Thur,40-49,84,7
Graduation,Together,2,0,89,51,23,82,33,0,42,4,5,1,3,9,0,0,0,0,0,0,0,SA,34916.0,May,2013,15,Wed,50-59,231,13
Graduation,Together,1,1,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,SP,27943.0,Apr,2013,15,Mon,50-59,37,8
Master,Married,0,1,89,85,15,27,13,13,21,2,3,1,4,7,0,0,0,0,0,0,0,SP,39791.0,Mar,2013,28,Thur,50-59,174,10
PhD,Married,0,1,89,562,21,464,28,10,32,3,7,8,11,5,0,0,0,0,0,0,0,SA,62745.0,Mar,2013,23,Sat,50-59,1117,29
Graduation,Single,0,0,89,6,4,25,15,12,13,2,2,1,3,7,0,0,0,0,0,0,0,US,18589.0,Jan,2013,2,Wed,50-59,75,8
Graduation,Together,0,1,89,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,0,SP,85606.0,Nov,2012,12,Mon,40-49,1956,24
Basic,Married,0,0,89,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,0,SP,26997.0,Nov,2012,5,Mon,70-79,434,13
Graduation,Single,0,0,89,830,59,968,51,79,19,1,5,3,12,2,0,0,1,0,0,1,0,GER,82332.0,Sep,2012,17,Mon,60-69,2006,21
PhD,Married,1,1,90,29,0,14,0,0,2,2,2,0,3,7,0,0,0,0,0,0,0,IND,38853.0,May,2014,23,Fri,50-59,45,7
Master,Divorced,1,0,90,8,3,19,0,2,3,2,2,0,3,6,0,0,0,0,0,0,0,SP,27071.0,Apr,2014,23,Wed,50-59,35,7
PhD,Single,0,0,90,1020,31,430,62,63,79,1,4,6,4,1,0,0,1,0,0,0,0,SP,90933.0,Mar,2014,31,Mon,60-69,1685,15
PhD,Together,0,1,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,SP,65814.0,Mar,2014,2,Sun,50-59,747,23
PhD,Together,0,0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,CA,74250.0,Jan,2014,26,Sun,60-69,1158,18
Master,Married,1,0,90,9,0,3,0,0,4,1,1,0,2,6,1,0,0,0,0,0,0,SP,33181.0,Jan,2014,3,Fri,40-49,16,4
Master,Widow,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,SP,45006.0,Jul,2013,18,Thur,70-79,266,12
Master,Together,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,US,42315.0,Jul,2013,12,Fri,60-69,270,12
PhD,Married,1,1,90,26,1,10,2,0,1,1,1,0,3,5,0,0,0,0,0,0,0,AUS,48699.0,May,2013,21,Tue,70-79,40,5
Graduation,Married,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,AUS,59111.0,May,2013,2,Thur,60-69,869,21
Graduation,Married,0,1,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,GER,48726.0,Apr,2013,27,Sat,60-69,242,12
Graduation,Divorced,1,1,90,18,2,10,0,0,25,1,1,1,2,7,1,0,0,0,0,0,0,SP,37244.0,Apr,2013,27,Sat,60-69,55,5
Graduation,Together,1,2,90,856,59,487,58,29,73,7,2,5,5,5,0,0,0,0,0,0,0,GER,74854.0,Apr,2013,8,Mon,50-59,1562,19
PhD,Married,0,1,90,1013,30,399,60,46,153,3,9,10,4,6,0,0,0,0,0,1,0,CA,60896.0,Oct,2012,11,Thur,50-59,1701,26
PhD,Married,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,SA,67546.0,Aug,2012,31,Fri,30-39,2126,20
PhD,Married,0,0,90,864,134,768,150,38,172,1,4,10,5,3,0,0,0,0,0,0,0,SP,67546.0,Aug,2012,31,Fri,30-39,2126,20
Graduation,Single,1,0,90,85,44,54,102,78,6,3,5,1,7,7,0,0,0,0,0,0,0,SP,46923.0,Aug,2012,22,Wed,30-39,369,16
Graduation,Married,1,2,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,0,SP,38988.0,Aug,2012,20,Mon,80-89,348,19
2n Cycle,Divorced,0,0,90,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,1,0,SP,49118.0,Aug,2012,18,Sat,50-59,1229,28
PhD,Together,1,0,90,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,0,SP,27683.0,Aug,2012,4,Sat,40-49,351,16
PhD,Single,1,0,91,68,8,18,19,8,12,2,2,1,4,5,0,0,0,0,0,0,0,SP,39190.0,Apr,2014,26,Sat,40-49,133,9
Graduation,Divorced,0,0,91,908,48,217,32,12,24,1,2,3,13,6,0,1,0,0,0,0,0,SA,56981.0,Jan,2014,25,Sat,40-49,1241,19
Graduation,Married,1,0,91,53,3,49,7,4,5,4,3,0,4,8,0,0,0,0,0,0,0,CA,23228.0,Jan,2014,5,Sun,30-39,121,11
Graduation,Married,0,0,91,675,144,133,94,192,241,1,4,8,5,1,1,0,1,1,0,0,0,CA,90000.0,Dec,2013,23,Mon,30-39,1479,18
PhD,Married,0,1,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,0,SP,55707.0,Dec,2013,22,Sun,60-69,428,16
Graduation,Single,1,0,91,9,0,7,2,0,4,1,1,1,2,8,0,0,0,0,0,0,0,IND,9255.0,Dec,2013,20,Fri,30-39,22,5
PhD,Single,1,1,91,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,0,SP,42997.0,Dec,2013,7,Sat,40-49,15,4
Graduation,Together,0,1,91,653,17,170,34,26,17,2,11,2,10,7,0,0,0,0,0,0,0,SP,71232.0,Nov,2013,28,Thur,60-69,917,25
PhD,Married,0,1,91,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,0,SP,57744.0,Nov,2013,12,Tue,60-69,411,16
Master,Married,0,1,91,30,11,33,13,6,29,1,2,0,4,4,0,0,0,0,0,0,0,SP,33585.0,Sep,2013,25,Wed,50-59,122,7
2n Cycle,Married,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,GER,46891.0,Sep,2013,1,Sun,50-59,183,8
2n Cycle,Married,0,1,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,SP,46891.0,Sep,2013,1,Sun,50-59,183,8
Graduation,Married,0,2,91,369,9,87,12,14,34,3,6,2,8,5,0,0,0,0,0,0,0,SP,50387.0,Aug,2013,31,Sat,60-69,525,19
Graduation,Together,0,0,91,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,0,SP,76653.0,Aug,2013,16,Fri,50-59,2279,23
PhD,Together,0,0,91,794,73,573,0,29,14,1,4,8,10,2,0,0,0,0,0,0,0,SP,76542.0,Mar,2013,30,Sat,60-69,1483,23
Master,Married,0,1,91,1012,80,498,0,16,176,2,11,4,9,5,0,0,0,1,0,0,0,US,76995.0,Mar,2013,28,Thur,70-79,1782,26
Graduation,Married,1,1,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,0,SP,38415.0,Jan,2013,2,Wed,40-49,44,6
Graduation,Divorced,0,0,91,3,2,7,0,4,2,1,1,0,2,8,0,0,0,0,0,0,0,SP,22304.0,Aug,2012,4,Sat,60-69,18,4
Graduation,Single,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,GER,75127.0,May,2014,22,Thur,80-89,833,19
Graduation,Single,0,0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,SA,75127.0,May,2014,22,Thur,80-89,833,19
Graduation,Married,0,1,92,32,0,5,2,0,8,2,2,0,3,5,0,0,0,0,0,0,0,SP,39722.0,Feb,2014,24,Mon,60-69,47,7
PhD,Single,0,2,92,81,4,33,5,2,291,0,23,1,1,0,0,0,0,0,0,0,0,SP,7144.0,Dec,2013,7,Sat,50-59,416,25
Graduation,Together,1,0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,SA,39771.0,Dec,2013,6,Fri,40-49,50,6
Master,Divorced,1,0,92,76,14,74,13,5,10,2,5,0,4,8,0,0,0,0,0,0,0,SP,42618.0,Oct,2013,9,Wed,80-89,192,11
PhD,Together,0,1,92,350,8,66,17,4,4,2,3,2,10,3,0,0,0,0,0,0,0,GER,51518.0,Oct,2013,3,Thur,60-69,449,17
Graduation,Married,0,1,92,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,0,SP,74716.0,Sep,2013,12,Thur,80-89,860,17
Graduation,Single,1,0,92,100,2,128,23,7,10,4,5,1,5,8,0,0,0,0,0,0,0,SA,33955.0,Aug,2013,9,Fri,40-49,270,15
Master,Married,0,1,92,188,3,180,20,3,43,5,7,1,6,7,0,0,0,0,0,0,0,GER,45736.0,Jul,2013,24,Wed,60-69,437,19
Graduation,Single,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,SP,31632.0,Jul,2013,14,Sun,50-59,95,6
Graduation,Married,0,1,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,SP,60093.0,Jun,2013,26,Wed,40-49,735,21
Graduation,Single,1,0,92,3,9,13,2,12,12,1,1,0,3,7,0,0,0,0,0,0,0,SP,30822.0,Jun,2013,14,Fri,50-59,51,5
Graduation,Together,1,0,92,13,6,15,3,5,13,1,2,0,2,10,0,0,0,0,0,0,0,AUS,41728.0,May,2013,24,Fri,50-59,55,5
Master,Married,0,0,92,674,92,736,39,0,92,1,3,11,9,1,0,0,0,0,0,0,0,SP,80739.0,May,2013,23,Thur,60-69,1633,24
Graduation,Single,0,0,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,US,49767.0,May,2013,2,Thur,30-39,692,18
Basic,Married,0,0,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,SP,34445.0,Jan,2013,27,Sun,40-49,839,27
Graduation,Widow,0,1,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,AUS,67046.0,Jan,2013,6,Sun,70-79,993,15
Graduation,Married,0,1,92,811,76,428,99,137,107,3,10,4,9,7,0,0,0,0,0,0,0,CA,73538.0,Nov,2012,25,Sun,50-59,1658,26
Graduation,Married,0,0,92,342,51,936,207,35,26,1,5,8,12,3,0,0,1,0,0,0,0,SP,80398.0,Nov,2012,10,Sat,50-59,1597,26
Master,Married,0,1,92,856,0,76,12,9,199,7,9,6,9,8,0,0,0,0,0,0,0,SA,52973.0,Nov,2012,8,Thur,60-69,1152,31
Graduation,Married,1,1,92,34,1,14,0,0,5,3,2,0,3,8,0,0,0,0,0,0,1,SP,38998.0,Nov,2012,3,Sat,60-69,54,8
